area,quartos,banheiros,garagem,preco
249,4,3,4,1240726
110,2,2,1,559197
269,5,4,4,1407062
255,4,4,3,1292166
188,3,3,2,937907
53,1,1,0,249992
127,2,2,1,627771
168,3,3,3,864684
197,4,4,3,1050242
100,2,1,2,508376
286,5,5,4,1458690
90,2,1,2,470821
218,4,3,3,1105492
184,4,3,3,975539
50,1,1,0,260700
96,2,1,1,480403
216,5,4,4,1140872
75,1,1,1,363078
292,5,5,4,1527873
158,4,4,3,894693
251,5,4,4,1333507
254,4,3,4,1263738
225,3,2,3,1099733
47,1,1,0,252373
119,2,1,1,594604
82,1,1,0,404472
189,3,2,3,925842
269,4,3,3,1338252
91,2,2,1,463980
123,2,1,2,601072
133,1,1,1,599365
151,3,2,2,792275
140,4,3,4,829207
73,1,1,0,337217
215,4,3,3,1079676
169,4,3,3,933066
224,3,3,3,1113904
226,5,5,4,1206920
258,4,3,3,1284075
247,4,4,3,1243473
61,1,1,0,321635
178,2,2,1,836691
207,4,4,3,1110329
70,1,1,1,348301
207,3,2,2,1032288
57,2,2,1,337013
91,2,2,2,508417
162,3,2,3,866310
271,6,5,4,1423060
162,3,3,2,854244
59,1,1,1,297607
45,1,1,0,238833
182,3,2,2,926272
235,4,3,3,1170868
64,1,1,0,332513
204,5,4,4,1121518
54,1,1,1,266902
125,2,1,2,644229
176,3,2,2,893875
91,1,1,0,424875
292,5,5,4,1479307
269,6,5,4,1403151
181,3,2,2,873154
213,5,5,4,1160092
200,4,4,3,1027250
222,3,3,2,1108587
49,1,1,0,277535
105,2,2,2,538652
266,6,5,4,1438174
282,6,5,4,1494004
91,2,2,2,524723
115,2,2,2,582066
222,4,3,3,1106095
75,1,1,1,364137
291,6,5,4,1524783
116,2,2,2,578578
226,4,3,4,1154963
269,4,4,3,1366986
284,5,4,4,1436184
58,1,1,1,287750
224,4,3,3,1140588
67,1,1,0,298111
53,1,1,0,275708
168,3,3,3,907213
190,2,1,2,893087
220,3,3,2,1099590
198,3,3,2,1014523
175,4,4,4,945597
84,1,1,0,398805
178,3,3,3,932187
69,1,1,1,340392
101,1,1,1,452445
297,6,5,4,1532257
101,1,1,1,510873
169,3,3,2,872029
229,3,3,2,1115538
276,5,5,4,1429620
114,2,2,2,582438
237,4,4,4,1224687
110,2,2,2,582670
185,2,1,2,854332
254,5,4,4,1297523
192,2,2,2,909876
168,4,3,3,876447
163,2,2,1,795747
91,2,1,2,452396
67,2,1,2,375147
158,2,2,2,801220
56,1,1,0,263862
127,2,1,1,602427
277,4,3,4,1383560
166,2,2,1,799487
76,1,1,1,379777
294,4,4,4,1440902
186,3,2,3,942258
168,2,2,2,836262
263,5,4,4,1387905
54,1,1,1,294955
188,2,1,2,880569
236,4,4,4,1230495
223,5,5,4,1186293
155,4,3,3,834134
93,2,1,1,445505
293,4,3,3,1418099
280,5,5,4,1472985
120,2,2,2,641764
162,3,3,2,846085
195,5,4,4,1046330
119,2,1,1,569944
268,6,5,4,1418626
149,4,4,4,856047
257,4,4,3,1278306
287,6,5,4,1481096
55,2,1,2,350786
154,3,2,3,804138
47,1,1,0,254921
297,6,5,4,1541543
265,5,5,4,1389434
152,3,2,2,756359
276,6,5,4,1478423
229,3,3,2,1130133
76,2,2,2,435524
72,1,1,1,356397
123,2,2,2,635780
57,1,1,0,306373
200,5,4,4,1110199
193,5,5,4,1063395
130,3,3,2,679753
189,2,1,1,858621
164,4,4,4,904766
267,4,4,3,1337534
79,1,1,1,377934
217,4,3,4,1112282
294,5,4,4,1481295
251,4,3,4,1260915
207,5,4,4,1100820
161,2,2,1,803020
236,5,4,4,1241778
94,2,2,1,481727
98,2,2,1,541090
265,4,4,3,1318048
229,4,4,4,1219976
151,2,1,1,735567
75,1,1,0,376088
258,5,5,4,1346729
137,2,2,1,681980
131,3,3,3,739322
156,2,2,1,745938
87,3,3,3,550950
99,2,2,2,540246
249,5,5,4,1350309
156,4,4,3,889493
83,3,3,2,495392
297,4,3,4,1471342
177,2,2,2,834088
95,1,1,0,429502
275,4,4,4,1379967
167,3,3,2,885638
133,2,1,1,617586
116,1,1,1,538669
202,3,3,2,1003952
289,5,4,4,1498191
150,3,2,3,785824
129,1,1,1,586348
234,5,4,4,1258170
257,6,5,4,1351697
250,5,4,4,1318175
148,2,2,2,724213
275,4,4,3,1381303
267,6,5,4,1429215
244,5,4,4,1253723
78,1,1,0,353135
193,3,2,3,968101
217,3,2,2,1060742
153,2,1,2,730682
56,1,1,0,275014
212,4,3,4,1095871
150,3,3,3,801411
49,1,1,1,267826
241,4,3,4,1250967
70,1,1,1,372511
75,2,1,1,385509
84,2,1,2,479220
140,4,3,4,799369
209,3,2,3,1006078
127,1,1,1,604390
141,2,1,2,704016
231,4,4,4,1204240
251,6,5,4,1361837
104,3,2,2,566757
171,3,2,2,875679
248,5,5,4,1319294
136,2,1,2,685828
241,3,2,3,1167070
111,2,2,1,591975
212,5,5,4,1161543
196,4,4,4,1048393
100,2,1,1,497929
89,2,1,2,488885
270,4,4,4,1395657
102,2,2,1,515578
54,1,1,1,314472
103,2,1,2,526628
262,5,4,4,1360387
229,4,3,4,1195490
196,4,3,3,1037507
185,3,3,3,964619
174,3,3,2,870410
185,4,4,4,1028280
187,3,2,2,934055
279,4,3,3,1348983
178,4,3,3,970053
215,4,4,3,1121312
93,3,2,2,521507
118,1,1,0,534127
242,4,3,3,1205190
162,2,1,2,788138
284,5,4,4,1456428
141,2,1,2,698978
177,3,3,3,910815
298,5,5,4,1545502
252,4,4,3,1279337
297,4,4,4,1458270
211,3,2,2,1037233
53,2,1,1,304521
153,3,3,2,816366
176,3,3,3,922895
297,5,5,4,1530250
91,2,2,2,523589
70,1,1,0,332336
84,3,3,3,514168
217,5,5,4,1182491
236,5,5,4,1289878
247,4,4,3,1247507
118,1,1,0,557040
199,5,4,4,1072762
281,5,5,4,1457653
88,2,2,2,513007
167,3,2,2,815506
246,5,5,4,1315646
51,2,1,2,283430
272,5,4,4,1402291
271,5,4,4,1414323
136,1,1,1,657943
218,3,3,2,1091914
78,2,2,1,456602
266,5,5,4,1394772
124,1,1,0,576258
169,4,3,4,913663
236,5,4,4,1222868
247,3,2,3,1197455
127,2,1,2,644012
79,1,1,0,348409
60,2,2,1,382039
292,4,4,3,1424077
286,6,5,4,1499833
130,3,3,3,704534
162,3,3,3,847801
292,5,4,4,1504169
118,3,3,3,653104
54,1,1,1,257753
167,2,2,2,789842
275,5,5,4,1432573
157,3,2,3,840450
81,2,2,1,444614
278,5,5,4,1470908
135,2,1,1,624373
188,2,2,1,866958
96,3,3,3,595887
157,3,3,3,804469
182,3,3,3,965537
260,5,5,4,1358882
173,4,3,3,909235
72,1,1,1,370478
159,4,3,4,879731
293,6,5,4,1553801
54,1,1,1,314226
134,2,1,1,624689
128,3,2,2,649280
281,4,3,4,1382273
204,3,3,3,1013561
160,3,3,2,826670
211,4,4,4,1124349
207,5,4,4,1119208
67,1,1,1,358897
255,6,5,4,1365084
254,5,4,4,1294249
50,1,1,0,253663
203,3,2,3,1020635
159,3,3,3,870412
181,2,1,1,828235
171,3,3,3,879996
130,2,1,2,619707
269,6,5,4,1421337
248,5,5,4,1325112
108,1,1,1,498626
267,5,5,4,1389780
129,2,2,2,677826
218,3,3,2,1069220
192,3,2,3,957212
88,3,3,3,529725
116,2,2,2,589831
134,3,3,2,729831
284,6,5,4,1518857
111,3,3,2,615754
45,1,1,0,223701
98,3,3,3,582303
154,3,2,2,771076
116,2,1,2,583823
127,3,2,3,665544
89,1,1,0,435625
250,4,4,4,1271582
60,2,1,1,347719
76,1,1,0,350789
132,3,3,3,703934
114,3,2,3,638120
81,1,1,0,373631
249,5,5,4,1330656
51,1,1,1,294608
130,3,2,3,693663
59,1,1,1,285660
293,5,4,4,1468699
288,6,5,4,1537182
169,2,1,1,787805
224,4,3,4,1158173
165,2,2,2,802319
161,4,4,4,885373
176,2,1,1,807840
295,5,4,4,1501085
300,4,3,4,1501543
299,4,4,3,1453934
274,5,5,4,1399076
207,5,5,4,1147425
216,4,3,3,1103019
237,5,4,4,1239980
183,3,2,3,927940
210,4,3,3,1097904
262,4,4,4,1348184
143,3,2,3,736875
79,1,1,0,385926
258,5,4,4,1343781
277,6,5,4,1446633
108,2,2,1,539707
223,5,5,4,1197585
220,3,2,3,1084677
252,5,4,4,1342783
58,2,2,1,353549
247,5,4,4,1320484
149,4,4,4,854680
148,3,2,2,751797
183,4,4,3,964272
295,6,5,4,1539739
62,1,1,0,308462
151,3,2,2,773645
60,1,1,1,304768
181,2,2,2,905704
139,2,1,2,688719
105,2,1,1,530708
54,1,1,1,269056
77,1,1,0,389125
70,2,1,2,403640
254,5,4,4,1301483
98,2,1,2,507144
271,5,5,4,1397735
144,4,3,4,820037
297,5,5,4,1527352
167,2,2,1,779855
175,4,4,3,957855
260,5,4,4,1369519
170,3,3,3,905639
124,2,2,1,599525
108,2,2,2,564337
106,3,2,3,628956
95,1,1,0,418337
86,1,1,0,404258
114,2,1,1,566157
78,1,1,1,399600
57,1,1,0,284868
290,5,4,4,1451514
188,2,2,1,899252
192,3,2,2,973559
59,1,1,1,295256
189,2,1,1,879112
129,3,3,3,734304
171,2,1,2,790307
172,4,4,4,931229
166,2,2,2,822444
86,2,1,2,444115
190,4,3,3,1001199
191,4,4,3,1000036
203,3,3,2,1020832
149,4,4,4,831222
183,4,4,4,1009033
171,3,2,2,864788
200,3,3,3,1021966
210,4,4,3,1082450
251,6,5,4,1351214
103,2,1,1,517267
156,2,1,2,733950
85,2,2,1,460649
151,2,1,1,740433
186,3,2,3,923888
290,6,5,4,1541675
71,1,1,0,363360
217,3,3,3,1067753
60,1,1,1,309413
103,2,1,2,537592
94,3,2,3,560678
88,2,1,2,462439
201,4,4,4,1054644
285,5,4,4,1468238
293,5,5,4,1515837
163,3,3,3,867653
75,1,1,1,353675
46,2,1,2,297575
257,5,4,4,1322041
184,3,2,2,896160
123,1,1,1,546090
288,6,5,4,1501845
60,2,2,1,337056
253,5,4,4,1341839
275,5,4,4,1426479
281,5,4,4,1415462
100,1,1,0,482420
238,4,3,4,1195819
210,3,3,2,1061514
260,5,5,4,1342517
251,5,4,4,1299354
167,3,3,3,892284
52,1,1,0,289371
89,3,2,3,529859
62,2,2,1,343613
121,2,2,1,587933
150,3,2,3,807030
124,2,2,2,626120
170,3,3,2,877187
248,5,4,4,1275108
267,5,5,4,1397437
46,2,2,1,312036
128,1,1,1,568776
66,2,1,1,383614
85,3,3,2,538550
293,5,5,4,1500587
165,3,3,2,849327
138,3,2,3,710638
108,2,2,2,562413
289,6,5,4,1520025
128,2,2,2,660902
70,1,1,1,343376
173,3,3,2,909193
144,3,2,3,790696
138,4,3,4,801427
140,4,3,3,777784
263,5,5,4,1377679
237,3,2,3,1181056
71,1,1,1,334358
240,4,4,3,1226400
143,3,2,3,738514
73,1,1,1,366919
259,6,5,4,1397259
125,3,2,3,706078
162,2,1,2,759186
155,3,3,2,831951
104,2,2,2,564244
256,4,4,3,1274119
222,4,4,3,1174876
245,5,5,4,1306343
264,4,4,4,1358231
75,1,1,0,379128
50,1,1,1,294465
109,1,1,0,521588
233,5,4,4,1221263
272,5,4,4,1415613
75,1,1,1,354921
255,6,5,4,1365045
284,4,3,4,1435033
106,2,1,2,516059
235,4,3,3,1187765
158,3,3,3,810690
230,5,4,4,1207233
196,5,5,4,1082162
245,4,3,3,1257528
237,3,3,2,1139510
207,5,5,4,1153756
196,4,4,4,1064830
228,3,2,3,1114126
209,4,3,4,1101884
242,5,5,4,1303514
161,4,3,4,872218
300,5,4,4,1529711
71,2,1,2,395043
117,3,2,2,643726
170,3,3,3,912474
293,4,3,4,1446403
159,4,4,3,885621
151,3,2,3,817972
59,2,2,1,319217
263,5,4,4,1341087
67,1,1,0,308886
56,1,1,0,258574
53,1,1,0,260700
213,5,4,4,1167170
232,4,4,4,1222460
146,2,1,2,686227
266,5,5,4,1376540
265,5,4,4,1341552
241,5,5,4,1297773
94,3,3,3,559608
203,3,3,3,1021747
266,5,4,4,1389415
267,5,4,4,1407009
136,3,2,3,736161
71,1,1,1,334885
59,2,2,2,364698
246,5,4,4,1260311
160,2,2,1,749954
207,5,5,4,1127082
92,2,1,1,456849
297,5,4,4,1511273
119,1,1,1,547055
148,2,1,2,735204
139,3,2,2,753125
52,1,1,0,277885
131,3,2,2,683031
202,4,4,4,1106471
205,3,2,2,980235
244,4,4,4,1240931
176,4,3,4,966114
191,4,4,3,1047631
94,2,2,2,540649
132,3,2,3,706255
137,2,2,1,653981
73,1,1,1,379500
173,4,3,4,916738
282,6,5,4,1506093
54,2,1,1,304865
220,5,4,4,1192178
91,2,1,2,509519
275,5,4,4,1430089
86,1,1,1,441694
120,2,1,2,619802
291,6,5,4,1527728
207,4,3,3,1049073
268,6,5,4,1444696
165,2,2,2,829348
142,3,3,3,769918
103,1,1,0,494630
149,4,4,3,868317
130,2,1,2,655626
156,3,3,3,826265
76,1,1,1,402595
103,2,1,1,538397
181,4,4,4,990891
77,1,1,1,398530
296,5,5,4,1488270
108,2,1,2,551108
169,4,3,3,931703
239,4,4,4,1217856
290,5,4,4,1464167
60,1,1,1,282635
220,3,3,3,1097083
219,3,3,2,1050822
110,3,3,3,621849
157,4,3,3,873294
88,1,1,0,433640
169,4,4,4,957690
102,2,1,2,534006
230,5,4,4,1203410
98,2,1,1,508833
196,4,4,3,1016350
297,5,4,4,1515287
271,5,4,4,1383416
133,1,1,1,600821
62,1,1,0,325270
116,2,2,2,618825
272,4,4,4,1381093
217,5,5,4,1166511
263,4,4,3,1298742
291,5,5,4,1515473
63,1,1,1,299119
120,3,2,2,663278
57,1,1,1,275874
265,4,4,4,1366300
87,2,2,1,470441
73,2,2,2,434799
245,5,4,4,1313156
199,3,3,2,1012963
271,5,5,4,1408939
85,1,1,1,388323
290,5,4,4,1500654
230,4,3,3,1143151
226,5,4,4,1232526
193,4,4,3,1039951
285,4,3,3,1415423
236,3,3,2,1173662
260,6,5,4,1420265
99,3,3,2,563422
145,2,2,1,699816
202,4,3,4,1040047
109,1,1,1,540099
119,3,3,2,642348
237,4,4,4,1213335
265,5,4,4,1369302
234,4,3,4,1189531
129,2,2,1,659304
112,2,1,2,582613
245,3,3,2,1194186
215,5,4,4,1161977
157,3,2,2,828441
48,1,1,0,264317
234,3,2,2,1099351
190,3,2,3,931398
92,2,1,1,473938
120,2,2,2,636315
274,4,3,3,1349371
104,2,2,1,530330
112,2,2,1,563721
211,3,2,3,1037071
254,4,3,3,1276204
279,5,5,4,1472936
235,4,3,3,1215766
115,2,1,2,575223
252,5,4,4,1328598
178,2,2,2,878295
268,5,5,4,1391915
268,5,5,4,1389474
134,2,1,2,637752
47,2,2,2,335999
273,5,5,4,1444900
94,1,1,0,418668
143,3,2,2,725679
244,4,4,3,1255895
104,3,3,2,596404
265,4,3,4,1336401
190,4,4,3,999796
76,1,1,0,385426
222,5,4,4,1165025
142,3,2,3,739666
285,5,4,4,1458931
285,6,5,4,1512808
127,1,1,0,549688
218,5,4,4,1149580
230,4,3,4,1208761
116,2,1,1,594978
160,4,3,4,878817
192,4,3,3,1008599
218,5,4,4,1151061
233,5,4,4,1262948
184,2,2,1,860138
49,1,1,1,273557
122,3,3,3,657805
165,4,3,3,865710
95,3,2,2,541086
295,5,4,4,1518870
89,1,1,0,420584
157,2,1,1,712761
141,4,4,4,804255
235,5,5,4,1274927
196,5,4,4,1095949
66,2,1,1,357785
99,1,1,0,446864
264,4,4,3,1321245
186,3,2,2,905385
61,2,1,1,330114
287,4,3,3,1426613
111,2,1,2,536893
263,4,3,3,1299194
63,2,1,2,380580
133,2,2,2,662448
86,2,2,1,447042
77,1,1,0,373105
283,5,4,4,1417009
270,6,5,4,1459937
234,4,4,4,1202587
283,5,5,4,1434355
122,2,1,2,634526
226,4,3,3,1125702
125,2,1,1,599833
175,4,3,3,947138
256,4,3,4,1262446
168,3,3,3,877587
102,2,1,2,540685
273,4,3,3,1357234
141,3,2,3,777131
276,5,4,4,1397859
62,2,1,2,357865
215,3,3,2,1078686
77,2,2,2,430157
297,6,5,4,1577068
185,2,2,1,891919
269,4,4,3,1365733
85,2,2,2,455668
264,5,5,4,1371584
147,2,2,1,732309
264,5,5,4,1354524
118,3,2,3,661748
151,4,4,3,827780
286,6,5,4,1511383
188,2,1,1,867531
88,3,2,3,516396
104,1,1,0,496696
56,1,1,0,290744
270,4,3,4,1365667
253,5,4,4,1335403
163,3,3,2,855114
72,1,1,1,333865
74,1,1,0,338136
79,2,2,2,469074
105,2,1,2,512512
101,2,1,1,534846
114,3,2,2,599733
56,1,1,1,288441
105,2,2,1,516890
81,1,1,1,374819
286,4,4,3,1415574
300,5,4,4,1510234
242,5,5,4,1318441
212,3,2,3,1024431
228,5,4,4,1189286
167,3,3,2,863004
250,4,3,4,1293128
257,6,5,4,1401523
227,5,4,4,1216822
263,5,5,4,1394850
106,1,1,1,485980
87,1,1,0,420473
156,3,3,2,828137
138,3,3,2,735396
153,2,2,1,743517
166,3,2,2,852585
278,5,5,4,1464195
197,4,4,4,1080646
170,3,3,3,891790
46,2,2,1,290017
112,3,2,2,635761
217,5,5,4,1171632
274,5,4,4,1424321
237,4,3,4,1225838
250,5,5,4,1330187
277,5,4,4,1396942
141,2,2,1,663590
216,3,2,3,1067845
257,5,5,4,1343909
228,4,4,4,1162863
165,3,2,3,821453
154,3,2,2,785315
84,2,2,1,449986
158,3,3,2,811903
87,2,1,1,455262
224,4,3,3,1134183
117,3,2,2,635756
92,1,1,0,455334
62,1,1,1,314021
216,5,5,4,1155576
231,3,2,2,1119685
297,4,3,3,1465153
278,4,4,3,1364637
164,3,3,3,887577
298,6,5,4,1546488
291,5,4,4,1462218
188,3,3,2,956884
184,3,3,2,934213
179,2,2,2,865432
188,3,3,2,921805
238,3,2,2,1144214
204,3,2,2,977494
63,1,1,1,322188
151,3,2,2,778550
202,5,4,4,1084466
169,2,1,2,826447
231,3,3,2,1147772
255,5,4,4,1300736
129,2,2,2,660317
156,2,2,2,776107
222,3,3,2,1093830
180,3,2,2,915844
273,5,5,4,1406297
277,5,4,4,1437281
297,4,4,3,1467922
175,3,2,2,853646
227,5,4,4,1219705
85,2,1,1,449495
128,1,1,1,568286
200,4,3,4,1062631
159,3,2,2,813087
79,1,1,1,377546
231,4,3,4,1160460
207,5,5,4,1129432
142,3,2,3,727047
108,2,2,1,576226
188,4,4,3,1028543
118,2,2,1,570478
121,2,1,2,610181
269,5,5,4,1418442
160,3,2,3,834558
244,4,3,3,1235093
107,2,1,1,549909
289,4,4,3,1437762
246,4,4,4,1239810
297,5,4,4,1493732
125,2,1,1,611071
268,4,4,4,1369726
207,5,5,4,1144573
149,3,2,3,761737
61,2,1,2,377223
157,3,3,2,790179
227,4,4,3,1175769
220,4,3,3,1111791
184,4,4,3,963342
54,1,1,1,296734
143,3,2,3,739125
136,2,2,2,697291
122,2,2,2,634291
242,3,2,3,1142909
73,1,1,0,368246
130,2,2,2,640520
185,4,4,4,1000121
84,3,3,3,511700
45,1,1,1,260286
121,1,1,1,546934
200,4,3,3,1036201
240,3,3,3,1154633
46,1,1,0,252130
141,3,3,3,780729
253,6,5,4,1358265
61,1,1,0,310317
287,4,3,3,1396059
213,4,4,3,1114342
299,6,5,4,1533577
283,5,4,4,1448142
87,2,1,1,427545
106,2,2,2,588769
59,1,1,0,315573
63,1,1,1,326513
76,1,1,1,375469
290,5,4,4,1487597
234,4,3,4,1173855
281,5,4,4,1436460
263,5,5,4,1359493
48,1,1,0,253308
219,5,5,4,1190456
127,2,2,2,627068
141,3,3,3,741082
205,4,3,3,1037064
140,2,1,2,671702
200,3,2,3,989465
141,2,2,2,732563
290,5,4,4,1458218
164,2,2,2,822873
201,4,3,3,1019365
55,1,1,1,263161
109,2,1,2,579009
53,2,1,1,289336
76,1,1,1,388553
129,3,2,2,678664
246,4,3,4,1222770
54,1,1,1,305691
203,3,3,2,996986
228,4,3,3,1131410
111,2,1,2,585765
73,1,1,1,374358
150,2,2,1,710776
282,5,4,4,1450224
142,3,3,2,776106
273,5,5,4,1414504
222,3,3,2,1110688
197,4,3,4,1052492
296,6,5,4,1513722
90,1,1,0,411764
108,2,2,2,548221
283,6,5,4,1463286
60,1,1,1,329874
155,4,4,4,874582
106,3,3,3,638021
54,1,1,0,297449
271,4,3,3,1348886
85,2,1,1,437872
127,3,2,3,679090
82,1,1,0,415599
140,3,2,3,725879
162,3,2,2,793714
280,4,3,3,1370306
113,1,1,0,505137
110,2,2,2,594350
159,4,3,3,849633
140,4,3,3,782285
262,5,5,4,1396177
291,5,5,4,1479184
269,5,5,4,1385110
65,2,2,1,354992
270,6,5,4,1411960
189,3,3,3,954157
146,3,3,3,760698
147,3,3,2,763990
193,5,5,4,1077971
204,4,4,4,1097144
112,1,1,1,524792
99,2,1,1,499894
216,5,4,4,1161991
263,4,4,3,1297425
159,4,3,4,866482
60,1,1,1,303329
125,2,2,1,632560
56,2,2,1,329460
183,3,3,2,947393
239,4,3,3,1187784
226,3,3,3,1106172
101,2,1,2,500187
144,3,3,3,803766
70,1,1,1,342714
156,3,2,2,797223
190,4,4,4,1023773
159,2,2,1,780163
288,6,5,4,1515740
46,1,1,1,236797
177,4,4,3,965512
123,2,2,2,637918
232,4,4,4,1197189
54,1,1,1,290700
293,4,4,3,1476612
239,3,3,3,1201285
136,2,2,1,682148
110,2,1,1,515472
213,3,3,3,1074330
196,3,3,2,992772
177,3,3,3,940671
181,4,4,4,995994
122,3,3,2,660781
210,4,3,4,1068297
104,3,2,3,594453
134,3,2,2,724343
146,3,3,2,763223
148,3,3,2,760362
265,6,5,4,1386545
268,5,5,4,1419898
134,2,2,2,686477
68,1,1,1,337191
249,5,4,4,1285694
244,5,5,4,1285706
176,2,2,2,882745
270,4,4,3,1325478
268,5,5,4,1427622
292,5,5,4,1512835
52,1,1,0,250600
161,4,4,4,897127
221,4,4,4,1133586
47,1,1,0,239730
276,6,5,4,1438291
61,1,1,1,322051
180,2,1,2,832373
127,3,3,3,680697
173,2,1,2,848161
286,5,5,4,1489955
156,2,2,2,769203
229,5,5,4,1248953
271,6,5,4,1445211
168,3,3,2,846815
279,5,4,4,1439766
125,2,1,1,628136
185,2,2,1,877950
256,6,5,4,1360397
129,2,2,2,649402
181,3,2,3,932402
189,3,3,2,955446
95,2,1,2,478395
119,2,1,1,572557
259,6,5,4,1371489
292,5,4,4,1491537
250,5,4,4,1318758
49,1,1,1,250622
258,6,5,4,1393679
172,3,2,3,856663
199,4,3,3,1042020
176,3,2,2,895584
281,4,3,4,1423118
110,2,2,2,582006
81,1,1,0,364978
63,1,1,0,299586
111,3,2,3,593081
178,2,2,1,841423
251,5,4,4,1283229
54,1,1,1,266678
236,4,4,4,1211432
244,3,3,3,1208400
136,3,2,2,701582
236,3,3,3,1150948
45,1,1,1,240713
209,3,2,3,1055918
250,5,5,4,1309945
164,2,1,2,776487
267,5,5,4,1374412
73,1,1,1,376824
154,3,3,3,816007
247,4,3,4,1226241
268,5,4,4,1408415
172,4,4,4,926598
175,2,2,1,806656
249,4,3,4,1239184
76,2,1,2,416618
159,3,2,2,782989
195,4,3,4,1025245
295,5,5,4,1506603
260,4,4,3,1309591
269,4,3,3,1341160
174,3,2,3,909644
107,2,2,1,531037
115,1,1,0,555296
174,2,2,1,833001
98,2,2,1,540021
103,2,1,1,488323
131,1,1,0,605573
171,3,3,2,892243
235,4,4,4,1237857
205,4,3,4,1101879
136,2,2,1,689061
129,2,1,1,643626
86,1,1,1,436082
142,4,4,4,816241
46,1,1,1,234123
247,4,3,4,1277345
191,2,2,1,893958
148,2,1,1,728533
229,4,3,3,1157811
221,5,5,4,1195711
254,6,5,4,1349792
68,1,1,1,330332
154,4,3,3,872181
245,5,5,4,1294559
108,2,2,2,565540
56,2,1,2,349947
81,1,1,0,402979
72,1,1,1,353184
200,5,5,4,1096683
262,5,5,4,1387684
47,1,1,0,260205
77,1,1,1,361980
248,6,5,4,1325105
244,3,3,3,1206332
246,4,3,4,1245388
223,5,4,4,1210850
131,2,1,1,617514
161,4,4,3,912577
298,4,4,3,1463503
202,3,3,2,1033573
231,5,4,4,1212783
228,5,4,4,1212841
118,2,2,1,568830
246,4,3,3,1230244
50,1,1,1,243788
165,4,4,3,908085
107,2,2,2,539337
180,2,2,1,870118
57,2,1,1,298644
213,3,3,3,1078641
132,3,3,2,684165
274,4,3,3,1326273
145,4,3,3,832320
275,4,3,4,1386198
101,2,1,2,525087
276,4,3,4,1397375
63,1,1,1,335571
278,4,3,4,1392557
236,4,3,3,1209482
235,5,5,4,1232341
65,2,2,2,398915
95,2,1,1,466895
188,4,3,3,980983
281,5,4,4,1447818
151,3,2,3,778968
199,3,3,3,1030936
102,2,2,1,539204
47,1,1,1,262995
94,2,2,1,466534
255,5,5,4,1337271
84,2,2,2,488874
139,4,4,3,775735
269,6,5,4,1434002
89,2,1,2,449867
127,1,1,1,594545
167,3,2,2,858065
101,3,3,2,556231
221,5,5,4,1229885
227,4,3,3,1124280
124,1,1,1,574603
186,2,2,2,875204
167,4,4,3,896474
291,6,5,4,1499088
155,3,3,3,836146
140,2,1,2,666458
253,4,3,4,1256251
189,2,1,2,915722
60,1,1,0,284292
299,5,5,4,1554779
73,2,2,1,378330
117,1,1,0,508648
218,4,3,3,1121715
147,3,2,2,758487
298,4,3,4,1455403
99,2,2,2,509187
178,2,2,2,853502
215,4,4,4,1108976
76,2,2,2,465162
167,3,2,3,853795
232,4,4,3,1167472
117,3,2,2,632959
87,3,3,2,510612
124,2,2,1,614534
281,4,3,3,1400746
282,4,3,4,1416705
87,3,3,2,531152
269,6,5,4,1435967
269,5,4,4,1399944
263,4,3,3,1290242
272,5,5,4,1400120
83,2,1,1,444876
85,3,2,2,470620
245,4,3,4,1270619
116,3,3,2,651991
139,4,4,4,838685
214,3,2,2,1056965
181,3,3,3,908019
154,3,3,3,810096
182,3,3,2,932430
146,4,3,4,823547
133,1,1,1,634800
53,1,1,1,286390
276,6,5,4,1441457
281,4,4,3,1380189
97,3,2,2,557453
68,1,1,1,334883
261,6,5,4,1376440
63,1,1,0,318987
126,1,1,0,558333
134,2,1,1,636785
190,4,3,3,1014420
150,3,3,3,824579
142,4,3,3,803629
296,6,5,4,1532091
256,6,5,4,1395008
299,4,3,4,1495580
66,1,1,0,342603
64,1,1,0,308500
206,4,4,4,1126272
213,4,4,3,1118183
199,3,3,2,990073
150,3,2,3,788149
272,5,5,4,1427250
228,4,3,4,1184878
101,2,1,1,505662
126,1,1,0,581616
166,3,2,2,828617
77,1,1,1,386884
274,4,4,4,1358703
118,2,1,2,591733
274,4,4,4,1397543
235,5,5,4,1249082
241,5,5,4,1310866
218,3,3,3,1063035
220,5,4,4,1175747
190,4,4,3,985095
109,1,1,1,517322
86,2,2,1,445284
210,3,2,2,1035977
130,2,2,2,683779
220,3,3,2,1110476
272,6,5,4,1468959
165,2,2,1,811308
274,6,5,4,1436398
227,4,3,3,1145710
146,3,3,3,795876
116,2,2,1,601820
190,2,1,1,891022
287,6,5,4,1518519
198,4,3,4,1027335
155,4,4,4,895127
281,4,4,3,1394827
281,5,4,4,1444167
209,4,4,4,1089536
117,2,1,2,578555
66,1,1,0,299196
230,3,2,3,1100677
290,4,4,3,1418995
254,5,5,4,1351131
91,3,3,3,581549
177,2,1,1,844411
242,5,4,4,1247069
263,5,4,4,1383898
59,2,2,1,330806
287,5,5,4,1467756
117,2,1,1,586305
300,4,4,3,1449368
89,3,3,3,559171
274,5,4,4,1407837
192,3,3,2,938506
224,3,2,2,1053692
250,5,5,4,1324634
89,2,1,1,461249
105,3,3,3,606878
113,2,2,2,586687
180,2,2,2,858554
51,2,2,1,290650
265,5,5,4,1380318
163,4,3,3,869732
271,5,5,4,1408784
